trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,Fixation.started,target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,frameRate,expStart,
25,0,25,0,490.7031421000138,,490.642420600052,10,490.7031421000138,490.7031421000138,0.027863900060765445,493.0434938999824,[0.02666666666666667],[0.4533333333333333],[1],[0],[0],[2.3731570000527427],3,001,2024-10-10_15h56.36.079,Visual Search Experiment,2024.1.5,None,2024-10-10 15h56.50.359916 +0530,
26,0,26,0,493.08751540002413,,493.04775779997,5,493.08751540002413,493.08751540002413,0.02358229993842542,495.2762498999946,[-0.3466666666666667],[-0.37666666666666665],[1],[0],[0],[2.2055828999727964],3,001,2024-10-10_15h56.36.079,Visual Search Experiment,2024.1.5,None,2024-10-10 15h56.50.359916 +0530,
27,0,27,0,495.33874839998316,,495.2785901000025,10,495.33874839998316,495.33874839998316,0.027979100006632507,497.4434755999828,[-0.23],[0.43333333333333335],[1],[0],[0],[2.137212699977681],3,001,2024-10-10_15h56.36.079,Visual Search Experiment,2024.1.5,None,2024-10-10 15h56.50.359916 +0530,
28,0,28,0,497.48967020004056,,497.4458286999725,5,497.48967020004056,497.48967020004056,0.01594219997059554,499.8442841999931,[0.39666666666666667],[0.03],[1],[0],[0],[2.382800299907103],3,001,2024-10-10_15h56.36.079,Visual Search Experiment,2024.1.5,None,2024-10-10 15h56.50.359916 +0530,
29,0,29,0,499.87376520002726,,499.8468870000215,5,499.87376520002726,499.87376520002726,0.01457310002297163,502.12875270005316,[0.48333333333333334],[0.01],[1],[0],[0],[2.2675605000695214],3,001,2024-10-10_15h56.36.079,Visual Search Experiment,2024.1.5,None,2024-10-10 15h56.50.359916 +0530,
30,0,30,0,502.17459820001386,,502.13108690001536,5,502.17459820001386,502.17459820001386,0.015120800002478063,505.2313108999515,[-0.43833333333333335],[0.07166666666666667],[1],[0],[0],[3.085362200043164],3,001,2024-10-10_15h56.36.079,Visual Search Experiment,2024.1.5,None,2024-10-10 15h56.50.359916 +0530,
31,0,31,0,505.27610460005235,,505.2347373999655,5,505.27610460005235,505.27610460005235,0.018640800029970706,508.6833426000085,[-0.49833333333333335],[-0.3283333333333333],[1],[0],[0],[3.430625900044106],3,001,2024-10-10_15h56.36.079,Visual Search Experiment,2024.1.5,None,2024-10-10 15h56.50.359916 +0530,
32,0,32,0,508.7274838000303,,508.6857120000059,5,508.7274838000303,508.7274838000303,0.018838300020433962,510.0488164999988,[0.16666666666666666],[-0.06166666666666667],[1],[0],[0],[1.3445756000000983],3,001,2024-10-10_15h56.36.079,Visual Search Experiment,2024.1.5,None,2024-10-10 15h56.50.359916 +0530,
33,0,33,0,510.1114088000031,,510.0511908000335,10,510.1114088000031,510.1114088000031,0.0289300000295043,513.5339328999398,[-0.47],[0.16],[1],[0],[0],[3.454107200028375],3,001,2024-10-10_15h56.36.079,Visual Search Experiment,2024.1.5,None,2024-10-10 15h56.50.359916 +0530,
34,0,34,0,513.5955102000153,,513.5364911999786,10,513.5955102000153,513.5955102000153,0.02793139999266714,515.9516519999597,[-0.43666666666666665],[-0.445],[1],[0],[0],[2.3874692999524996],3,001,2024-10-10_15h56.36.079,Visual Search Experiment,2024.1.5,None,2024-10-10 15h56.50.359916 +0530,
35,0,35,0,515.9965612000087,,515.9539862000383,10,515.9965612000087,515.9965612000087,0.028275199932977557,519.4528413000517,[-0.016666666666666666],[-0.04833333333333333],[1],[0],[0],[3.4707991000032052],3,001,2024-10-10_15h56.36.079,Visual Search Experiment,2024.1.5,None,2024-10-10 15h56.50.359916 +0530,
36,0,36,0,519.4813519000309,,519.4551988999592,5,519.4813519000309,519.4813519000309,0.014969399897381663,520.8852660000557,[0.51],[-0.35833333333333334],[1],[0],[0],[1.4152405000058934],3,001,2024-10-10_15h56.36.079,Visual Search Experiment,2024.1.5,None,2024-10-10 15h56.50.359916 +0530,
37,0,37,0,520.9488084999612,,520.8876048000529,10,520.9488084999612,520.9488084999612,0.02903360000345856,522.6041838000529,[0.11833333333333333],[0.18666666666666668],[1],[0],[0],[1.687573799979873],3,001,2024-10-10_15h56.36.079,Visual Search Experiment,2024.1.5,None,2024-10-10 15h56.50.359916 +0530,
38,0,38,0,522.6493219999829,,522.6066789999604,10,522.6493219999829,522.6493219999829,0.027946299989707768,526.2706305000465,[-0.495],[0.475],[1],[0],[0],[3.6362726000370458],3,001,2024-10-10_15h56.36.079,Visual Search Experiment,2024.1.5,None,2024-10-10 15h56.50.359916 +0530,
39,0,39,0,526.3172592000337,,526.2731010999996,5,526.3172592000337,526.3172592000337,0.016453000018373132,527.3236604999984,[0.06],[0.24166666666666667],[1],[0],[0],[1.0343748999293894],3,001,2024-10-10_15h56.36.079,Visual Search Experiment,2024.1.5,None,2024-10-10 15h56.50.359916 +0530,
40,0,40,0,527.3677610999439,,527.3260822000448,5,527.3677610999439,527.3677610999439,0.016945800045505166,528.5596113000065,[0.3466666666666667],[-0.06666666666666667],[1],[0],[0],[1.2167173000052571],3,001,2024-10-10_15h56.36.079,Visual Search Experiment,2024.1.5,None,2024-10-10 15h56.50.359916 +0530,
41,0,41,0,528.601798000047,,528.5636739999754,5,528.601798000047,528.601798000047,0.020943700103089213,529.8899672999978,[-0.26166666666666666],[0.36],[1],[0],[0],[1.3059868999989703],3,001,2024-10-10_15h56.36.079,Visual Search Experiment,2024.1.5,None,2024-10-10 15h56.50.359916 +0530,
42,0,42,0,529.9188311999897,,529.8930278000189,5,529.9188311999897,529.9188311999897,0.015702500008046627,530.92432989995,[0.3616666666666667],[-0.02],[1],[0],[0],[1.0160031999694183],3,001,2024-10-10_15h56.36.079,Visual Search Experiment,2024.1.5,None,2024-10-10 15h56.50.359916 +0530,
43,0,43,0,530.9691578999627,,530.9269308999646,10,530.9691578999627,530.9691578999627,0.027989499969407916,532.1728339999681,[0.058333333333333334],[-0.16],[1],[0],[0],[1.2181333000771701],3,001,2024-10-10_15h56.36.079,Visual Search Experiment,2024.1.5,None,2024-10-10 15h56.50.359916 +0530,
44,0,44,0,532.2368913999526,,532.1753323000157,10,532.2368913999526,532.2368913999526,0.030709700076840818,533.6407952000154,[-0.015],[-0.2683333333333333],[1],[0],[0],[1.4350382999982685],3,001,2024-10-10_15h56.36.079,Visual Search Experiment,2024.1.5,None,2024-10-10 15h56.50.359916 +0530,
45,0,45,0,533.7036710999673,,533.6433857999509,10,533.7036710999673,533.7036710999673,0.028414899948984385,536.0418625000166,[0.36],[-0.495],[1],[0],[0],[2.370430799899623],3,001,2024-10-10_15h56.36.079,Visual Search Experiment,2024.1.5,None,2024-10-10 15h56.50.359916 +0530,
46,0,46,0,536.0879897000268,,536.044239699957,5,536.0879897000268,536.0879897000268,0.01761919993441552,537.5122501000296,[0.39666666666666667],[0.14166666666666666],[1],[0],[0],[1.4503665999509394],3,001,2024-10-10_15h56.36.079,Visual Search Experiment,2024.1.5,None,2024-10-10 15h56.50.359916 +0530,
47,0,47,0,537.5560523000313,,537.5146346000256,5,537.5560523000313,537.5560523000313,0.013577700010500848,538.976218799944,[-0.165],[-0.36833333333333335],[1],[0],[0],[1.4482822000281885],3,001,2024-10-10_15h56.36.079,Visual Search Experiment,2024.1.5,None,2024-10-10 15h56.50.359916 +0530,
48,0,48,0,539.0226670999546,,538.9785907999612,10,539.0226670999546,539.0226670999546,0.027389900060370564,540.677129699965,[0.25],[-0.35333333333333333],[1],[0],[0],[1.6714322000043467],3,001,2024-10-10_15h56.36.079,Visual Search Experiment,2024.1.5,None,2024-10-10 15h56.50.359916 +0530,
49,0,49,0,540.7236241999781,,540.6794779000338,5,540.7236241999781,540.7236241999781,0.017952300026081502,542.0608161999844,[-0.43333333333333335],[-0.22166666666666668],[1],[0],[0],[1.3636594000272453],3,001,2024-10-10_15h56.36.079,Visual Search Experiment,2024.1.5,None,2024-10-10 15h56.50.359916 +0530,
50,0,50,0,542.123504600022,,542.0631717999931,10,542.123504600022,542.123504600022,0.029026600066572428,543.6294275999535,[-0.2633333333333333],[0.41333333333333333],[1],[0],[0],[1.5374630000442266],3,001,2024-10-10_15h56.36.079,Visual Search Experiment,2024.1.5,None,2024-10-10 15h56.50.359916 +0530,
51,0,51,0,543.6742162000155,,543.6317661999492,5,543.6742162000155,543.6742162000155,0.017036500037647784,546.029358800035,[-0.505],[-0.23333333333333334],[1],[0],[0],[2.3808227999834344],3,001,2024-10-10_15h56.36.079,Visual Search Experiment,2024.1.5,None,2024-10-10 15h56.50.359916 +0530,
52,0,52,0,546.0756156999851,,546.0322342000436,10,546.0756156999851,546.0756156999851,0.029367599985562265,547.4482474999968,[-0.35],[0.43],[1],[0],[0],[1.3873514999868348],3,001,2024-10-10_15h56.36.079,Visual Search Experiment,2024.1.5,None,2024-10-10 15h56.50.359916 +0530,
53,0,53,0,547.5092305999715,,547.4506066000322,10,547.5092305999715,547.5092305999715,0.031169299967586994,549.3155713999877,[-0.3883333333333333],[0.33166666666666667],[1],[0],[0],[1.8339479999849573],3,001,2024-10-10_15h56.36.079,Visual Search Experiment,2024.1.5,None,2024-10-10 15h56.50.359916 +0530,
54,0,54,0,549.3767356999451,,549.3179104999872,10,549.3767356999451,549.3767356999451,0.029497000039555132,550.3982254000148,[-0.20333333333333334],[0.20333333333333334],[1],[0],[0],[1.0511426000157371],3,001,2024-10-10_15h56.36.079,Visual Search Experiment,2024.1.5,None,2024-10-10 15h56.50.359916 +0530,
55,0,55,0,550.4267682000063,,550.4007272999734,5,550.4267682000063,550.4267682000063,0.014760300051420927,552.3478667000309,[0.35333333333333333],[-0.31333333333333335],[1],[0],[0],[1.9325926000019535],3,001,2024-10-10_15h56.36.079,Visual Search Experiment,2024.1.5,None,2024-10-10 15h56.50.359916 +0530,
56,0,56,0,552.3775190999731,,552.3503548000008,5,552.3775190999731,552.3775190999731,0.01476730010472238,554.5159703999525,[-0.011666666666666667],[0.095],[1],[0],[0],[2.1510948999784887],3,001,2024-10-10_15h56.36.079,Visual Search Experiment,2024.1.5,None,2024-10-10 15h56.50.359916 +0530,
57,0,57,0,554.5458161999704,,554.5183632000117,5,554.5458161999704,554.5458161999704,0.014678100007586181,556.2824145000195,[0.13333333333333333],[0.2916666666666667],[1],[0],[0],[1.749687600065954],3,001,2024-10-10_15h56.36.079,Visual Search Experiment,2024.1.5,None,2024-10-10 15h56.50.359916 +0530,
58,0,58,0,556.3126533000031,,556.2847664000001,5,556.3126533000031,556.3126533000031,0.016490799956955016,558.8361308999592,[-0.215],[0.47333333333333333],[1],[0],[0],[2.5351248000515625],3,001,2024-10-10_15h56.36.079,Visual Search Experiment,2024.1.5,None,2024-10-10 15h56.50.359916 +0530,
59,0,59,0,558.8799575000303,,558.8384345000377,5,558.8799575000303,558.8799575000303,0.014505099970847368,560.3224717000267,[0.15166666666666667],[0.14666666666666667],[1],[0],[0],[1.4695649999193847],3,001,2024-10-10_15h56.36.079,Visual Search Experiment,2024.1.5,None,2024-10-10 15h56.50.359916 +0530,
60,0,60,0,560.3814979000017,,560.3261149999453,10,560.3814979000017,560.3814979000017,0.037795000011101365,561.5189568999922,[0.08666666666666667],[0.17],[1],[0],[0],[1.155363900004886],3,001,2024-10-10_15h56.36.079,Visual Search Experiment,2024.1.5,None,2024-10-10 15h56.50.359916 +0530,
61,0,61,0,561.5815683000255,,561.5217980999732,10,561.5815683000255,561.5815683000255,0.030794000020250678,563.6026725999545,[0.49333333333333335],[-0.3433333333333333],[1],[0],[0],[2.050747700035572],3,001,2024-10-10_15h56.36.079,Visual Search Experiment,2024.1.5,None,2024-10-10 15h56.50.359916 +0530,
62,0,62,0,563.6650552999927,,563.6051778000547,10,563.6650552999927,563.6650552999927,0.030149900005199015,565.5877488000551,[0.23666666666666666],[0.25166666666666665],[1],[0],[0],[1.9527858000947163],3,001,2024-10-10_15h56.36.079,Visual Search Experiment,2024.1.5,None,2024-10-10 15h56.50.359916 +0530,
63,0,63,0,565.6328879999928,,565.5907731000334,5,565.6328879999928,565.6328879999928,0.01744610001333058,567.370815500035,[-0.4683333333333333],[0.25166666666666665],[1],[0],[0],[1.762761399964802],3,001,2024-10-10_15h56.36.079,Visual Search Experiment,2024.1.5,None,2024-10-10 15h56.50.359916 +0530,
64,0,64,0,567.4003515000222,,567.3731478999835,5,567.4003515000222,567.4003515000222,0.01579370000399649,570.1235392000526,[0.26],[0.47333333333333333],[1],[0],[0],[2.7347275000065565],3,001,2024-10-10_15h56.36.079,Visual Search Experiment,2024.1.5,None,2024-10-10 15h56.50.359916 +0530,
65,0,65,0,570.1852199999848,,570.1267349000555,10,570.1852199999848,570.1852199999848,0.028873000061139464,571.8733154999791,[-0.30666666666666664],[-0.14333333333333334],[1],[0],[0],[1.7181792999617755],3,001,2024-10-10_15h56.36.079,Visual Search Experiment,2024.1.5,None,2024-10-10 15h56.50.359916 +0530,
66,0,66,0,571.9353626000229,,571.8757406000514,10,571.9353626000229,571.9353626000229,0.032766700023785233,574.3572623999789,[0.05],[-0.2783333333333333],[1],[0],[0],[2.449045700021088],3,001,2024-10-10_15h56.36.079,Visual Search Experiment,2024.1.5,None,2024-10-10 15h56.50.359916 +0530,
67,0,67,0,574.3861065000528,,574.3595929000294,5,574.3861065000528,574.3861065000528,0.01505449996329844,575.6585161000257,[-0.46166666666666667],[0.13166666666666665],[1],[0],[0],[1.2840435000834987],3,001,2024-10-10_15h56.36.079,Visual Search Experiment,2024.1.5,None,2024-10-10 15h56.50.359916 +0530,
68,0,68,0,575.7206978000468,,575.6609082999639,10,575.7206978000468,575.7206978000468,0.031344300019554794,577.1254142000107,[-0.41333333333333333],[-0.11],[1],[0],[0],[1.4334160999860615],3,001,2024-10-10_15h56.36.079,Visual Search Experiment,2024.1.5,None,2024-10-10 15h56.50.359916 +0530,
69,0,69,0,577.1873384000501,,577.1277827000013,10,577.1873384000501,577.1873384000501,0.03450680000241846,578.0570654999465,[-0.43833333333333335],[0.065],[1],[0],[0],[0.8950479000341147],3,001,2024-10-10_15h56.36.079,Visual Search Experiment,2024.1.5,None,2024-10-10 15h56.50.359916 +0530,
70,0,70,0,578.121215500054,,578.0596582000144,10,578.121215500054,578.121215500054,0.031181200058199465,579.108631900046,[0.25],[0.39],[1],[0],[0],[1.0180762999225408],3,001,2024-10-10_15h56.36.079,Visual Search Experiment,2024.1.5,None,2024-10-10 15h56.50.359916 +0530,
71,0,71,0,579.1554005000507,,579.1110202999553,10,579.1554005000507,579.1554005000507,0.029255100060254335,582.8097160999896,[-0.36666666666666664],[0.4583333333333333],[1],[0],[0],[3.6697435999521986],3,001,2024-10-10_15h56.36.079,Visual Search Experiment,2024.1.5,None,2024-10-10 15h56.50.359916 +0530,
72,0,72,0,582.8728874999797,,582.8126156999497,10,582.8728874999797,582.8728874999797,0.030496099963784218,584.2103201999562,[-0.41],[0.235],[1],[0],[0],[1.3675827999832109],3,001,2024-10-10_15h56.36.079,Visual Search Experiment,2024.1.5,None,2024-10-10 15h56.50.359916 +0530,
73,0,73,0,584.2400925999973,,584.2126571000554,5,584.2400925999973,584.2400925999973,0.015001000021584332,585.3946391999489,[-0.03666666666666667],[0.13666666666666666],[1],[0],[0],[1.1671922999667004],3,001,2024-10-10_15h56.36.079,Visual Search Experiment,2024.1.5,None,2024-10-10 15h56.50.359916 +0530,
74,0,74,0,585.4240027000196,,585.3971032999689,5,585.4240027000196,585.4240027000196,0.016042400035075843,586.2294401000254,[0.09833333333333333],[0.16833333333333333],[0],[0],[1],[0.8164998999563977],3,001,2024-10-10_15h56.36.079,Visual Search Experiment,2024.1.5,None,2024-10-10 15h56.50.359916 +0530,
75,0,75,0,586.274401600007,,586.2317768000066,10,586.274401600007,586.274401600007,0.028000400052405894,588.0960661999416,[0.3016666666666667],[0.02666666666666667],[1],[0],[0],[1.8365674000233412],3,001,2024-10-10_15h56.36.079,Visual Search Experiment,2024.1.5,None,2024-10-10 15h56.50.359916 +0530,
76,0,76,0,588.1418802000117,,588.0985800999915,5,588.1418802000117,588.1418802000117,0.017950600013136864,589.2463422999717,[0.3983333333333333],[0.3283333333333333],[1],[0],[0],[1.1297971000894904],3,001,2024-10-10_15h56.36.079,Visual Search Experiment,2024.1.5,None,2024-10-10 15h56.50.359916 +0530,
77,0,77,0,589.3089088000124,,589.248707300052,10,589.3089088000124,589.3089088000124,0.03345580003224313,590.8128216000041,[0.3383333333333333],[-0.21333333333333335],[1],[0],[0],[1.5309506000485271],3,001,2024-10-10_15h56.36.079,Visual Search Experiment,2024.1.5,None,2024-10-10 15h56.50.359916 +0530,
78,0,78,0,590.8595126,,590.815711400006,5,590.8595126,590.8595126,0.015979199903085828,592.031353599974,[0.10333333333333333],[-0.19333333333333333],[1],[0],[0],[1.1997644000221044],3,001,2024-10-10_15h56.36.079,Visual Search Experiment,2024.1.5,None,2024-10-10 15h56.50.359916 +0530,
79,0,79,0,592.0933884000406,,592.0335483000381,10,592.0933884000406,592.0933884000406,0.029046399984508753,593.1315390999662,[-0.21],[0.015],[1],[0],[0],[1.0691554999211803],3,001,2024-10-10_15h56.36.079,Visual Search Experiment,2024.1.5,None,2024-10-10 15h56.50.359916 +0530,
80,0,80,0,593.1601009999868,,593.13410809997,5,593.1601009999868,593.1601009999868,0.015474299900233746,594.2813881000038,[-0.415],[0.38],[1],[0],[0],[1.1320440999697894],3,001,2024-10-10_15h56.36.079,Visual Search Experiment,2024.1.5,None,2024-10-10 15h56.50.359916 +0530,
81,0,81,0,594.310827099951,,594.2839940999402,5,594.310827099951,594.310827099951,0.014987700036726892,595.6159531000303,[0.18833333333333332],[0.06833333333333333],[1],[0],[0],[1.3173707999521866],3,001,2024-10-10_15h56.36.079,Visual Search Experiment,2024.1.5,None,2024-10-10 15h56.50.359916 +0530,
82,0,82,0,595.661431799992,,595.6184298000298,5,595.661431799992,595.661431799992,0.019912199932150543,597.2014521999517,[-0.21],[0.3933333333333333],[1],[0],[0],[1.5631307000294328],3,001,2024-10-10_15h56.36.079,Visual Search Experiment,2024.1.5,None,2024-10-10 15h56.50.359916 +0530,
83,0,83,0,597.2452754999977,,597.204305900028,5,597.2452754999977,597.2452754999977,0.01754059991799295,598.8009001000319,[0.03666666666666667],[0.17166666666666666],[1],[0],[0],[1.579697799985297],3,001,2024-10-10_15h56.36.079,Visual Search Experiment,2024.1.5,None,2024-10-10 15h56.50.359916 +0530,
84,0,84,0,598.8636582000181,,598.8032464999706,10,598.8636582000181,598.8636582000181,0.029349599964916706,600.2345866999822,[-0.265],[-0.051666666666666666],[1],[0],[0],[1.4022210999391973],3,001,2024-10-10_15h56.36.079,Visual Search Experiment,2024.1.5,None,2024-10-10 15h56.50.359916 +0530,
85,0,85,0,600.262989699957,,600.2369967999402,5,600.262989699957,600.262989699957,0.015063800034113228,601.3342499999562,[-0.035],[0.25666666666666665],[1],[0],[0],[1.0824152000714093],3,001,2024-10-10_15h56.36.079,Visual Search Experiment,2024.1.5,None,2024-10-10 15h56.50.359916 +0530,
86,0,86,0,601.3968684000429,,601.3367918999866,10,601.3968684000429,601.3968684000429,0.03133569995407015,602.5509899000172,[0.41],[0.011666666666666667],[1],[0],[0],[1.183260599966161],3,001,2024-10-10_15h56.36.079,Visual Search Experiment,2024.1.5,None,2024-10-10 15h56.50.359916 +0530,
87,0,87,0,602.6142106000334,,602.5536846000468,10,602.6142106000334,602.6142106000334,0.028223500004969537,604.2023646000307,[0.495],[0.043333333333333335],[1],[0],[0],[1.62097230006475],3,001,2024-10-10_15h56.36.079,Visual Search Experiment,2024.1.5,None,2024-10-10 15h56.50.359916 +0530,
