trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,Fixation.started,target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,frameRate,expStart,
13,0,13,0,38.75232239998877,,38.70838520000689,10,38.75232239998877,38.75232239998877,0.031043199938721955,40.7406010000268,[-0.13666666666666666],[-0.12666666666666668],[1],[0],[0],[2.001687200041488],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
14,0,14,0,40.76965290005319,,40.74294160003774,5,40.76965290005319,40.76965290005319,0.015333999996073544,42.64169179997407,[-0.12666666666666668],[-0.205],[1],[0],[0],[1.8836976999882609],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
15,0,15,0,42.686943499953486,,42.64399350003805,5,42.686943499953486,42.686943499953486,0.019331300049088895,46.5433628000319,[0.27],[0.04666666666666667],[1],[0],[0],[3.88031289994251],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
16,0,16,0,46.605231900000945,,46.545692799962126,10,46.605231900000945,46.605231900000945,0.03620709991082549,50.361691499943845,[-0.3233333333333333],[-0.23166666666666666],[1],[0],[0],[3.7799971000058576],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
17,0,17,0,50.40740879997611,,50.36433909996413,5,50.40740879997611,50.40740879997611,0.021698199911043048,53.512976599973626,[0.22666666666666666],[-0.07166666666666667],[1],[0],[0],[3.127266600029543],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
18,0,18,0,53.55796879995614,,53.51528349996079,5,53.55796879995614,53.55796879995614,0.017370900022797287,57.34585180005524,[-0.31],[-0.10166666666666667],[1],[0],[0],[3.8134673999156803],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
19,0,19,0,57.40962920000311,,57.34815149998758,10,57.40962920000311,57.40962920000311,0.03170669998507947,62.2825840000296,[0.47833333333333333],[0.15],[1],[0],[0],[4.902539099915884],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
20,0,20,0,62.344930100021884,,62.28538050001953,10,62.344930100021884,62.344930100021884,0.03030340000987053,68.2192624999443,[-0.175],[-0.013333333333333334],[1],[0],[0],[5.903849999886006],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
21,0,21,0,68.24726970004849,,68.22161979996599,5,68.24726970004849,68.24726970004849,0.014510000008158386,69.70180649997201,[-0.45],[0.2683333333333333],[1],[0],[0],[1.4659126999322325],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
22,0,22,0,69.73153260000981,,69.70416660001501,5,69.73153260000981,69.73153260000981,0.015360999968834221,72.88631920004264,[-0.22166666666666668],[-0.4266666666666667],[1],[0],[0],[3.1670867999782786],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
23,0,23,0,72.91543469997123,,72.88862360001076,5,72.91543469997123,72.91543469997123,0.01460699993185699,74.65355709998403,[0.21166666666666667],[-0.38166666666666665],[1],[0],[0],[1.7505755999591202],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
24,0,24,0,74.69964240002446,,74.65583740000147,5,74.69964240002446,74.69964240002446,0.02058539993595332,76.08928790001664,[-0.3566666666666667],[0.3466666666666667],[1],[0],[0],[1.4129590999800712],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
25,0,25,0,76.15047200000845,,76.09154649998527,10,76.15047200000845,76.15047200000845,0.0338698000414297,77.27397890004795,[-0.35833333333333334],[0.44333333333333336],[1],[0],[0],[1.1487501000519842],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
26,0,26,0,77.3175004000077,,77.27820019994397,5,77.3175004000077,77.3175004000077,0.023475299938581884,79.25719959998969,[0.425],[-0.29833333333333334],[1],[0],[0],[1.9563051000004634],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
27,0,27,0,79.3016811000416,,79.25953080004547,5,79.3016811000416,79.3016811000416,0.016669900040142238,80.78929920005612,[-0.14333333333333334],[0.295],[1],[0],[0],[1.5134291000431404],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
28,0,28,0,80.85202470002696,,80.79166740004439,10,80.85202470002696,80.85202470002696,0.028699100017547607,86.22581800003536,[0.4266666666666667],[0.4633333333333333],[1],[0],[0],[5.405707599944435],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
29,0,29,0,86.2544985000277,,86.22856720001437,5,86.2544985000277,86.2544985000277,0.016224700026214123,87.96203619998414,[0.32],[0.05],[1],[0],[0],[1.7172719999216497],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
30,0,30,0,88.00526130001526,,87.96469799999613,5,88.00526130001526,88.00526130001526,0.01688290003221482,89.3931080000475,[0.49666666666666665],[0.08333333333333333],[1],[0],[0],[1.4117880000267178],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
31,0,31,0,89.43873449997045,,89.3953822000185,5,89.43873449997045,89.43873449997045,0.016744800028391182,115.98715069994796,[-0.006666666666666667],[0.48],[1],[0],[0],[26.57528300001286],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
32,0,32,0,116.04951309994794,,115.98945780005306,10,116.04951309994794,116.04951309994794,0.03364869998767972,117.82134350005072,[-0.36833333333333335],[-0.245],[1],[0],[0],[1.798485199920833],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
33,0,33,0,117.86652070004493,,117.82371360005345,5,117.86652070004493,117.86652070004493,0.018223299994133413,119.8054528000066,[0.06666666666666667],[0.42333333333333334],[1],[0],[0],[1.9636161999078467],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
34,0,34,0,119.86710140004288,,119.80776400002651,10,119.86710140004288,119.86710140004288,0.03382790007162839,122.18779610004276,[0.12],[-0.24166666666666667],[1],[0],[0],[2.346480599953793],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
35,0,35,0,122.23498940002173,,122.19012469996233,5,122.23498940002173,122.23498940002173,0.015437899972312152,127.39107370004058,[0.13666666666666666],[0.4683333333333333],[1],[0],[0],[5.1857493000570685],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
36,0,36,0,127.42024630005471,,127.39340830000583,5,127.42024630005471,127.42024630005471,0.01606819999869913,130.34227539994754,[-0.105],[0.49666666666666665],[1],[0],[0],[2.933087599929422],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
37,0,37,0,130.37163690000307,,130.34455829998478,5,130.37163690000307,130.37163690000307,0.014777799951843917,132.57667450001463,[0.25666666666666665],[-0.24166666666666667],[1],[0],[0],[2.2175851999782026],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
38,0,38,0,132.62274559994694,,132.57897120004054,5,132.62274559994694,132.62274559994694,0.019588900031521916,135.576571600046,[-0.13166666666666665],[0.03833333333333333],[1],[0],[0],[2.978255999973044],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
39,0,39,0,135.6236122000264,,135.57888060004916,10,135.6236122000264,135.6236122000264,0.03232280001975596,146.86827380000614,[-0.13],[0.47],[1],[0],[0],[11.257285300060175],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
40,0,40,0,146.92826039995998,,146.8709067000309,10,146.92826039995998,146.92826039995998,0.03051950002554804,149.30049920000602,[0.4683333333333333],[0.465],[1],[0],[0],[2.3992389000486583],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
41,0,41,0,149.34575119998772,,149.3027702999534,5,149.34575119998772,149.34575119998772,0.016710500000044703,174.40985880000517,[-0.475],[0.365],[1],[0],[0],[25.090610299957916],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
42,0,42,0,174.45552580000367,,174.41215250000823,5,174.45552580000367,174.45552580000367,0.0190119999460876,176.01182500005234,[0.145],[-0.22833333333333333],[1],[0],[0],[1.5809590000426397],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
43,0,43,0,176.05617290001828,,176.01412319997326,5,176.05617290001828,176.05617290001828,0.018571299966424704,177.71134699997492,[-0.4216666666666667],[-0.155],[1],[0],[0],[1.6789086000062525],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
44,0,44,0,177.77327000000514,,177.7136327000335,10,177.77327000000514,177.77327000000514,0.03026050003245473,181.3797185999574,[-0.10666666666666667],[0.03333333333333333],[1],[0],[0],[3.635981500032358],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
45,0,45,0,181.42495789995883,,181.3839362000581,5,181.42495789995883,181.42495789995883,0.019513600040227175,184.1138845999958,[-0.21],[-0.055],[1],[0],[0],[2.7111574999289587],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
46,0,46,0,184.17616869998164,,184.11750809999648,10,184.17616869998164,184.17616869998164,0.037581800017505884,185.7646754999878,[0.4583333333333333],[0.405],[1],[0],[0],[1.6103115000296384],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
47,0,47,0,185.82688710000366,,185.76699280005414,10,185.82688710000366,185.82688710000366,0.0271354999858886,187.38021420000587,[0.11666666666666667],[0.06],[1],[0],[0],[1.5863805999979377],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
48,0,48,0,187.42720519995783,,187.3825835000025,5,187.42720519995783,187.42720519995783,0.019012699951417744,188.56566049996763,[-0.075],[0.051666666666666666],[1],[0],[0],[1.1639336000662297],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
49,0,49,0,188.61106739996467,,188.5681485000532,5,188.61106739996467,188.61106739996467,0.017550099990330637,189.98236230004113,[0.37833333333333335],[0.013333333333333334],[1],[0],[0],[1.3969448000425473],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
50,0,50,0,190.0450732000172,,189.98468899994623,10,190.0450732000172,190.0450732000172,0.03138589998707175,191.53296009998303,[0.03666666666666667],[0.24166666666666667],[1],[0],[0],[1.5171387000009418],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
51,0,51,0,191.57903010002337,,191.5357551999623,5,191.57903010002337,191.57903010002337,0.0190117999445647,193.3172535999911,[-0.3333333333333333],[-0.04833333333333333],[1],[0],[0],[1.7631360000232235],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
52,0,52,0,193.37970189994667,,193.3195313999895,10,193.37970189994667,193.37970189994667,0.031082900008186698,208.57593070005532,[-0.021666666666666667],[0.02],[1],[0],[0],[15.225497900042683],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
53,0,53,0,208.6189823000459,,208.5782002999913,10,208.6189823000459,208.6189823000459,0.029821099946275353,210.29227710003033,[0.385],[0.44166666666666665],[1],[0],[0],[1.683983700000681],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
54,0,54,0,210.31939670001157,,210.29449180001393,5,210.31939670001157,210.31939670001157,0.013592800009064376,211.6065523000434,[0.24333333333333335],[0.09166666666666666],[1],[0],[0],[1.2986927999882028],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
55,0,55,0,211.63627250003628,,211.6087723999517,5,211.63627250003628,211.63627250003628,0.01704750000499189,213.27865840005688,[-0.3233333333333333],[0.4766666666666667],[1],[0],[0],[1.6526388000929728],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
56,0,56,0,213.3379353999626,,213.28103980002925,10,213.3379353999626,213.3379353999626,0.028458999935537577,215.41145849996246,[0.17833333333333334],[-0.43166666666666664],[1],[0],[0],[2.101947300019674],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
57,0,57,0,215.4550933999708,,215.4137240999844,10,215.4550933999708,215.4550933999708,0.027390100061893463,218.12655329995323,[-0.5],[0.18666666666666668],[1],[0],[0],[2.685651100007817],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
58,0,58,0,218.1724053999642,,218.12878549995366,10,218.1724053999642,218.1724053999642,0.030139300040900707,220.727324699983,[0.44],[0.43333333333333335],[1],[0],[0],[2.5685140000423416],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
59,0,59,0,220.77358929999173,,220.73015900002792,10,220.77358929999173,220.77358929999173,0.02708799997344613,222.16083870001603,[-0.023333333333333334],[0.38],[1],[0],[0],[1.4037602000171319],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
60,0,60,0,222.20761319994926,,222.16334329999518,10,222.20761319994926,222.20761319994926,0.026512200012803078,224.18113859998994,[0.42],[0.20833333333333334],[1],[0],[0],[1.9913024000125006],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
61,0,61,0,224.208202800015,,224.18354480003472,5,224.208202800015,224.208202800015,0.014536999980919063,226.0471552000381,[0.13666666666666666],[-0.44],[1],[0],[0],[1.849303999915719],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
62,0,62,0,226.09234299999662,,226.049551300006,10,226.09234299999662,226.09234299999662,0.02760560007300228,227.6466691000387,[0.45666666666666667],[0.01],[1],[0],[0],[1.5696409000083804],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
63,0,63,0,227.67631000000983,,227.64968989999034,5,227.67631000000983,227.67631000000983,0.015537200029939413,228.21522450004704,[0.45666666666666667],[0.01],[1],[0],[0],[0.5497512000147253],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
64,0,64,0,228.26016189996153,,228.2178238000488,10,228.26016189996153,228.26016189996153,0.027014399995096028,230.08051320002414,[0.105],[-0.29],[1],[0],[0],[1.8359055999899283],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
65,0,65,0,230.1103350999765,,230.08272730000317,5,230.1103350999765,230.1103350999765,0.015408299979753792,231.93485259998124,[-0.25],[-0.21666666666666667],[1],[0],[0],[1.8368707000045106],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
66,0,66,0,231.9613607999636,,231.93739350000396,5,231.9613607999636,231.9613607999636,0.014194500050507486,233.58417929999996,[0.21333333333333335],[0.13833333333333334],[1],[0],[0],[1.6328281000023708],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
67,0,67,0,233.62881020002533,,233.58707290003076,5,233.62881020002533,233.62881020002533,0.01665010000579059,234.9684791000327,[0.23],[0.4166666666666667],[1],[0],[0],[1.3650194000219926],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
68,0,68,0,234.99594669998623,,234.97068200004287,5,234.99594669998623,234.99594669998623,0.015604599961079657,236.50290179997683,[0.26],[0.03833333333333333],[1],[0],[0],[1.5164607000770047],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
69,0,69,0,236.5464726999635,,236.50550480000675,5,236.5464726999635,236.5464726999635,0.016682400018908083,238.01916070003062,[-0.23833333333333334],[0.19666666666666666],[1],[0],[0],[1.4971891000168398],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
70,0,70,0,238.0470592000056,,238.02139979996718,5,238.0470592000056,238.0470592000056,0.013021299964748323,239.9844662999967,[-0.19],[-0.09833333333333333],[1],[0],[0],[1.9502380000194535],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
71,0,71,0,240.03125720005482,,239.98667699994985,10,240.03125720005482,240.03125720005482,0.02473559998907149,242.287085799966,[0.035],[-0.17333333333333334],[1],[0],[0],[2.2757807000307366],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
72,0,72,0,242.31551750004292,,242.28932440001518,5,242.31551750004292,242.31551750004292,0.016481700004078448,245.155964900041,[-0.48333333333333334],[-0.46],[1],[0],[0],[2.8502770999912173],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
73,0,73,0,245.19980409997515,,245.15851089998614,10,245.19980409997515,245.19980409997515,0.028643000056035817,248.53994349995628,[0.185],[-0.295],[1],[0],[0],[3.3531906000571325],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
74,0,74,0,248.58447160001379,,248.54219649999868,10,248.58447160001379,248.58447160001379,0.025717000011354685,251.05851210001856,[0.07666666666666666],[-0.06833333333333333],[1],[0],[0],[2.4905575000448152],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
75,0,75,0,251.10222530004103,,251.0620436000172,10,251.10222530004103,251.10222530004103,0.027342800050973892,255.40946240001358,[0.26],[0.335],[1],[0],[0],[4.32034500001464],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
76,0,76,0,255.45417599997018,,255.4127760999836,5,255.45417599997018,255.45417599997018,0.015428299899213016,257.64216559997294,[0.30333333333333334],[-0.20666666666666667],[1],[0],[0],[2.2143678000429645],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
77,0,77,0,257.68801519996487,,257.64437250001356,10,257.68801519996487,257.68801519996487,0.02835329994559288,260.0278570000082,[-0.16166666666666665],[-0.17],[1],[0],[0],[2.35529200010933],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
78,0,78,0,260.05564909998793,,260.03013400000054,5,260.05564909998793,260.05564909998793,0.016266199992969632,261.4935433999635,[-0.4033333333333333],[0.3],[1],[0],[0],[1.447243900038302],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
79,0,79,0,261.5233077999437,,261.495832500048,5,261.5233077999437,261.5233077999437,0.01343069993890822,263.6612014999846,[-0.02],[0.3383333333333333],[1],[0],[0],[2.1521446000551805],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
80,0,80,0,263.70695999998134,,263.6634032999864,10,263.70695999998134,263.70695999998134,0.028838400030508637,265.8618989000097,[-0.3883333333333333],[-0.38166666666666665],[1],[0],[0],[2.169783999910578],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
81,0,81,0,265.89101300004404,,265.8641501000384,5,265.89101300004404,265.89101300004404,0.013684600009582937,268.9979221000103,[0.0033333333333333335],[-0.26166666666666666],[1],[0],[0],[3.1201627999544144],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
82,0,82,0,269.0428936999524,,269.0007742999587,5,269.0428936999524,269.0428936999524,0.01733189995866269,271.21344229998067,[0.41333333333333333],[0.085],[1],[0],[0],[2.195553900091909],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
83,0,83,0,271.3101758999983,,271.21755329996813,10,271.3101758999983,271.3101758999983,0.054083900060504675,275.1183328999905,[-0.07333333333333333],[-0.20166666666666666],[1],[0],[0],[3.84747919999063],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
84,0,84,0,275.14503490005154,,275.1206291000126,5,275.14503490005154,275.14503490005154,0.014898700057528913,277.3674196000211,[-0.405],[0.44666666666666666],[1],[0],[0],[2.2319432999938726],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
85,0,85,0,277.4128198999679,,277.3701511999825,10,277.4128198999679,277.4128198999679,0.02968809998128563,279.33371929998975,[0.06166666666666667],[-0.25166666666666665],[1],[0],[0],[1.9343731999397278],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
86,0,86,0,279.3630663000513,,279.3364131000126,5,279.3630663000513,279.3630663000513,0.0142900999635458,280.7009469999466,[-0.4083333333333333],[-0.2833333333333333],[1],[0],[0],[1.3504861999535933],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
87,0,87,0,280.74687439994887,,280.70363949995954,10,280.74687439994887,280.74687439994887,0.028754199971444905,283.1044475999661,[-0.21333333333333335],[-0.3333333333333333],[1],[0],[0],[2.372318400070071],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
