trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,Fixation.started,target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,frameRate,expStart,
88,0,88,0,283.1648878999986,,283.10837849997915,10,283.1648878999986,283.1648878999986,0.03215990005992353,284.58898180001415,[-0.21833333333333332],[0.47833333333333333],[1],[0],[0],[1.4487508999882266],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
89,0,89,0,284.6491864999989,,284.59128209995106,10,284.6491864999989,284.6491864999989,0.02713259996380657,286.4037840999663,[0.17166666666666666],[0.04],[1],[0],[0],[1.7855066999327391],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
90,0,90,0,286.432243200019,,286.40618129994255,5,286.432243200019,286.432243200019,0.017203699913807213,288.9732638000278,[0.28833333333333333],[-0.195],[1],[0],[0],[2.549977599992417],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
91,0,91,0,289.0340715999482,,288.97547940001823,10,289.0340715999482,289.0340715999482,0.028548399917781353,290.6897407999495,[0.37],[0.35333333333333333],[1],[0],[0],[1.685708999983035],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
92,0,92,0,290.71764930000063,,290.6919748999644,5,290.71764930000063,290.71764930000063,0.013592000002972782,292.12391449999996,[-0.37],[0.185],[1],[0],[0],[1.4184733999427408],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
93,0,93,0,292.16819959995337,,292.12612969998736,10,292.16819959995337,292.16819959995337,0.025688400026410818,294.5583749000216,[0.4583333333333333],[-0.36666666666666664],[1],[0],[0],[2.4064783999929205],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
94,0,94,0,294.6022823000094,,294.56066960003227,10,294.6022823000094,294.6022823000094,0.028926099999807775,297.1941769999685,[0.18666666666666668],[-0.22666666666666666],[1],[0],[0],[2.6047208999516442],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
95,0,95,0,297.23763720004354,,297.19643240002915,5,297.23763720004354,297.23763720004354,0.015005799941718578,298.85965380002744,[0.04833333333333333],[-0.18166666666666667],[1],[0],[0],[1.6483113000867888],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
96,0,96,0,298.9209307000274,,298.86207110004034,10,298.9209307000274,298.9209307000274,0.03162779996637255,302.4446398,[-0.26666666666666666],[0.04833333333333333],[1],[0],[0],[3.5509242999833077],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
97,0,97,0,302.4722694000229,,302.4469692000421,5,302.4722694000229,302.4722694000229,0.013042400008998811,313.31636129994877,[-0.0016666666666666668],[-0.3466666666666667],[1],[0],[0],[10.856383700040169],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
98,0,98,0,313.36018129996955,,313.31872039998416,5,313.36018129996955,313.36018129996955,0.01668859994970262,314.98252129997127,[0.21166666666666667],[0.255],[1],[0],[0],[1.6472491999156773],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
99,0,99,0,315.01056830002926,,314.9847155000316,5,315.01056830002926,315.01056830002926,0.013272500014863908,318.7681655000197,[0.3466666666666667],[0.47333333333333333],[1],[0],[0],[3.7697838000021875],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
100,0,100,0,318.79548810003325,,318.7707814000314,5,318.79548810003325,318.79548810003325,0.013180900015868247,326.1712734999601,[0.205],[0.4066666666666667],[1],[0],[0],[7.387217300012708],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
101,0,101,0,326.19815009995364,,326.17370269994717,5,326.19815009995364,326.19815009995364,0.015824300004169345,328.2878997999942,[-0.36833333333333335],[-0.14333333333333334],[1],[0],[0],[2.098510100040585],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
102,0,102,0,328.33262180001475,,328.29010790004395,10,328.33262180001475,328.33262180001475,0.02529249992221594,329.92144099995494,[-0.33],[0.115],[1],[0],[0],[1.6059922999702394],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
103,0,103,0,329.96672380005475,,329.9251957000233,10,329.96672380005475,329.96672380005475,0.029475799994543195,332.02278050000314,[0.05],[-0.45666666666666667],[1],[0],[0],[2.0686149999964982],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
104,0,104,0,332.06736029998865,,332.02504410000984,10,332.06736029998865,332.06736029998865,0.02839670004323125,333.53910920000635,[0.19333333333333333],[-0.018333333333333333],[1],[0],[0],[1.4855076000094414],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
105,0,105,0,333.58457880001515,,333.5417693000054,10,333.58457880001515,333.58457880001515,0.027045700000599027,334.6722470000386,[0.19],[0.265],[1],[0],[0],[1.1037296999711543],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
106,0,106,0,334.71807099995203,,334.6744867999805,10,334.71807099995203,334.71807099995203,0.02531139994971454,336.6417356999591,[0.49166666666666664],[-0.37],[1],[0],[0],[1.9421471999958158],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
107,0,107,0,336.68548310000915,,336.6443803999573,10,336.68548310000915,336.68548310000915,0.025311899953521788,341.4759308999637,[0.24333333333333335],[0.47333333333333333],[1],[0],[0],[4.80635169998277],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
108,0,108,0,341.53779980004765,,341.47870410000905,10,341.53779980004765,341.53779980004765,0.03252889995928854,343.46041679999325,[0.051666666666666666],[-0.3233333333333333],[1],[0],[0],[1.949295400059782],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
109,0,109,0,343.5050043000374,,343.462664199993,10,343.5050043000374,343.5050043000374,0.025571199948899448,344.9422032999573,[-0.37333333333333335],[0.3883333333333333],[1],[0],[0],[1.4541054000146687],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
110,0,110,0,344.97260129998904,,344.94444460002705,5,344.97260129998904,344.97260129998904,0.013769799959845841,346.4765463999938,[-0.39666666666666667],[0.43833333333333335],[1],[0],[0],[1.5184782999567688],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
111,0,111,0,346.5059231000487,,346.4790084999986,5,346.5059231000487,346.5059231000487,0.01668440003413707,347.829297499964,[0.205],[0.23833333333333334],[1],[0],[0],[1.3337751000653952],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
112,0,112,0,347.8732787000481,,347.83283009997103,10,347.8732787000481,347.8732787000481,0.026267599896527827,349.57737149996683,[-0.10166666666666667],[-0.15166666666666667],[1],[0],[0],[1.718476300011389],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
113,0,113,0,349.6074777999893,,349.57987589994445,5,349.6074777999893,349.6074777999893,0.017610900104045868,350.9953932999633,[-0.185],[0.17],[1],[0],[0],[1.398307800060138],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
114,0,114,0,351.0411048999522,,350.99779449997004,10,351.0411048999522,351.0411048999522,0.030637399991974235,352.96461699996144,[0.33666666666666667],[-0.32666666666666666],[1],[0],[0],[1.9364772000117227],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
115,0,115,0,352.99245929997414,,352.9674156999681,5,352.99245929997414,352.99245929997414,0.013221100089140236,354.4812521999702,[0.3516666666666667],[-0.13333333333333333],[1],[0],[0],[1.500877600046806],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
116,0,116,0,354.50954380002804,,354.4835288999602,5,354.50954380002804,354.50954380002804,0.01374329999089241,355.7491609000135,[-0.24666666666666667],[-0.29333333333333333],[1],[0],[0],[1.2520731000695378],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
117,0,117,0,355.77677700005006,,355.75138789997436,5,355.77677700005006,355.77677700005006,0.0136824999935925,358.83188940002583,[-0.18333333333333332],[0.48],[1],[0],[0],[3.066922799916938],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
118,0,118,0,358.86165039998014,,358.8340999999782,5,358.86165039998014,358.86165039998014,0.013850399991497397,360.50070780003443,[0.3],[0.34833333333333333],[1],[0],[0],[1.6528960999567062],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
119,0,119,0,360.52872419997584,,360.5029277000576,5,360.52872419997584,360.52872419997584,0.013548400020226836,362.40136899997015,[0.125],[-0.09166666666666666],[1],[0],[0],[1.8847877000225708],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
120,0,120,0,362.4460847999435,,362.4039381999755,10,362.4460847999435,362.4460847999435,0.0257418000837788,364.08584810001776,[-0.15333333333333332],[-0.41833333333333333],[1],[0],[0],[1.6559786000289023],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
121,0,121,0,364.1303597999504,,364.08862579998095,10,364.1303597999504,364.1303597999504,0.025725499959662557,365.969926699996,[0.27],[-0.20666666666666667],[1],[0],[0],[1.855754500022158],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
122,0,122,0,366.0142070000293,,365.9723708999809,10,366.0142070000293,366.0142070000293,0.02625400002580136,368.18751800002065,[-0.365],[-0.37666666666666665],[1],[0],[0],[2.189113400061615],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
123,0,123,0,368.231175599969,,368.18982450000476,10,368.231175599969,368.231175599969,0.028060700045898557,370.9885847000405,[-0.45666666666666667],[-0.21833333333333332],[1],[0],[0],[2.7707806000253186],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
124,0,124,0,371.01572240004316,,370.9913872999605,5,371.01572240004316,371.01572240004316,0.013403400080278516,373.35610059998,[0.40166666666666667],[0.17833333333333334],[1],[0],[0],[2.350969900027849],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
125,0,125,0,373.38358979998156,,373.35976270004176,5,373.38358979998156,373.38358979998156,0.015197000000625849,374.75566729996353,[-0.021666666666666667],[0.225],[1],[0],[0],[1.3810775000602007],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
126,0,126,0,374.8005128999939,,374.7606211999664,10,374.8005128999939,374.8005128999939,0.026690900092944503,376.7051416999893,[-0.3016666666666667],[-0.0033333333333333335],[1],[0],[0],[1.9187423000112176],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
127,0,127,0,376.7351450000424,,376.70738559996244,5,376.7351450000424,376.7351450000424,0.013521299930289388,379.90906690002885,[0.29],[0.23666666666666666],[1],[0],[0],[3.1878140999469906],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
128,0,128,0,379.9357985999668,,379.9113227999769,5,379.9357985999668,379.9357985999668,0.014258000068366528,382.6258038999513,[-0.011666666666666667],[-0.38],[1],[0],[0],[2.700334900058806],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
129,0,129,0,382.67083169997204,,382.6284468000522,5,382.67083169997204,382.67083169997204,0.017111800028942525,384.4283542999765,[-0.49333333333333335],[-0.2783333333333333],[1],[0],[0],[1.782855199999176],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
130,0,130,0,384.4714912000345,,384.4305788000347,10,384.4714912000345,384.4714912000345,0.02546889998484403,386.1920316000469,[-0.06166666666666667],[0.12333333333333334],[1],[0],[0],[1.7361364000244066],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
131,0,131,0,386.2219431999838,,386.1942437000107,5,386.2219431999838,386.2219431999838,0.013779200031422079,388.99706129997503,[-0.4533333333333333],[-0.36666666666666664],[1],[0],[0],[2.788989400025457],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
132,0,132,0,389.039308300009,,389.0014017999638,10,389.039308300009,389.039308300009,0.025982400053180754,391.03009649994783,[-0.21166666666666667],[-0.21333333333333335],[1],[0],[0],[2.003189399954863],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
133,0,133,0,391.05690730002243,,391.0323540000245,5,391.05690730002243,391.05690730002243,0.013663899968378246,392.4610216000583,[-0.35333333333333333],[-0.15],[1],[0],[0],[1.4151674999156967],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
134,0,134,0,392.4907865000423,,392.4632823000429,5,392.4907865000423,392.4907865000423,0.014831500011496246,394.41437490005046,[0.4033333333333333],[-0.09],[1],[0],[0],[1.9364529999438673],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
135,0,135,0,394.4418189000571,,394.4172766000265,5,394.4418189000571,394.4418189000571,0.013345599989406765,395.8650089999428,[0.245],[0.13],[1],[0],[0],[1.434606600087136],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
136,0,136,0,395.8925083000213,,395.8672272999538,5,395.8925083000213,395.8925083000213,0.014463800005614758,397.2143906999845,[-0.30666666666666664],[0.013333333333333334],[1],[0],[0],[1.3328550000442192],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
137,0,137,0,397.2426374000497,,397.2167169000022,5,397.2426374000497,397.2426374000497,0.013705699937418103,398.83407870004885,[0.45166666666666666],[-0.17666666666666667],[1],[0],[0],[1.603744599968195],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
138,0,138,0,398.8599330999423,,398.8363043999998,5,398.8599330999423,398.8599330999423,0.013416900066658854,400.3813919000095,[-0.3883333333333333],[-0.21],[1],[0],[0],[1.531802500016056],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
139,0,139,0,400.4106982999947,,400.3835996000562,5,400.4106982999947,400.4106982999947,0.01441439997870475,401.9844616999617,[-0.12333333333333334],[0.4216666666666667],[1],[0],[0],[1.5861932000843808],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
140,0,140,0,402.0113124999916,,401.9866753000533,5,402.0113124999916,402.0113124999916,0.013541300082579255,403.5169822999742,[-0.11833333333333333],[-0.4483333333333333],[1],[0],[0],[1.516863500000909],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
141,0,141,0,403.56173379998654,,403.5191928000422,10,403.56173379998654,403.56173379998654,0.02452670002821833,405.335387900006,[-0.19166666666666668],[-0.22666666666666666],[1],[0],[0],[1.7918343999190256],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
142,0,142,0,405.3625763000455,,405.3376603999641,5,405.3625763000455,405.3625763000455,0.01364880008623004,406.85187210002914,[-0.4716666666666667],[0.08166666666666667],[1],[0],[0],[1.5006174000445753],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
143,0,143,0,406.87965799996164,,406.8545064999489,5,406.87965799996164,406.87965799996164,0.014347299933433533,408.5202835999662,[0.3616666666666667],[0.335],[1],[0],[0],[1.6513453000225127],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
144,0,144,0,408.5476690999931,,408.52251679997426,5,408.5476690999931,408.5476690999931,0.013705600053071976,410.13687030004803,[0.4216666666666667],[-0.18833333333333332],[1],[0],[0],[1.6005698000080884],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
145,0,145,0,410.16436689998955,,410.139300400042,5,410.16436689998955,410.16436689998955,0.014114000019617379,411.8855608999729,[-0.44333333333333336],[-0.4066666666666667],[1],[0],[0],[1.7322574000572786],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
146,0,146,0,411.93192330002785,,411.8877705000341,10,411.93192330002785,411.93192330002785,0.026055000023916364,413.71927200001664,[0.24833333333333332],[-0.043333333333333335],[1],[0],[0],[1.8056072000181302],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
147,0,147,0,413.74917219998315,,413.7217830000445,5,413.74917219998315,413.74917219998315,0.013417400070466101,416.7550506000407,[0.37166666666666665],[0.3883333333333333],[1],[0],[0],[3.0201078999089077],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
148,0,148,0,416.7838772999821,,416.75765150005464,5,416.7838772999821,416.7838772999821,0.013397900038398802,418.2912872999441,[0.32],[0.44333333333333336],[1],[0],[0],[1.5203070999123156],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
149,0,149,0,418.3341991000343,,418.2936944999965,10,418.3341991000343,418.3341991000343,0.026867000036872923,420.14019229996484,[-0.49],[0.26],[1],[0],[0],[1.8197831000434235],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
150,0,150,0,420.1685488000512,,420.14239920000546,5,420.1685488000512,420.1685488000512,0.01578790007624775,421.79125280003063,[0.2633333333333333],[0.16666666666666666],[1],[0],[0],[1.6330373999662697],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
151,0,151,0,421.81905699998606,,421.7943305999506,5,421.81905699998606,421.81905699998606,0.014841799973510206,423.5423962000059,[0.24833333333333332],[0.27666666666666667],[1],[0],[0],[1.7335268999449909],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
152,0,152,0,423.6034492000472,,423.5458764999639,10,423.6034492000472,423.6034492000472,0.02962350007146597,424.9579167000484,[0.12],[0.45],[1],[0],[0],[1.3827441000612453],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
153,0,153,0,425.0039034000365,,424.96013869997114,10,425.0039034000365,425.0039034000365,0.025100999977439642,426.2409789999947,[-0.05333333333333334],[0.4066666666666667],[1],[0],[0],[1.2560113000217825],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
154,0,154,0,426.2707170000067,,426.24323130003177,5,426.2707170000067,426.2707170000067,0.01600580010563135,427.52739099995233,[0.06833333333333333],[0.45166666666666666],[1],[0],[0],[1.267926099942997],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
155,0,155,0,427.5548635999439,,427.5295935999602,5,427.5548635999439,427.5548635999439,0.013975800015032291,429.94431829999667,[-0.3416666666666667],[0.24833333333333332],[1],[0],[0],[2.4006577000254765],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
156,0,156,0,429.9730432999786,,429.9468920000363,5,429.9730432999786,429.9730432999786,0.01366650010459125,432.24636610003654,[-0.23],[-0.2866666666666667],[1],[0],[0],[2.2860380000201985],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
157,0,157,0,432.2895536000142,,432.2490946999751,10,432.2895536000142,432.2895536000142,0.02705559995956719,433.92879010003526,[-0.145],[-0.14666666666666667],[1],[0],[0],[1.6529221999226138],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
158,0,158,0,433.9570711000124,,433.9312596999807,5,433.9570711000124,433.9570711000124,0.014224199927411973,435.6967268999433,[-0.435],[0.08666666666666667],[1],[0],[0],[1.75145139999222],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
159,0,159,0,435.72440229996573,,435.6989375000121,5,435.72440229996573,435.72440229996573,0.01558789995033294,437.26293910003733,[0.465],[0.41333333333333333],[1],[0],[0],[1.5485236000968143],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
160,0,160,0,437.29233059997205,,437.2651181999827,5,437.29233059997205,437.29233059997205,0.01310480001848191,438.7822589999996,[-0.3333333333333333],[0.16666666666666666],[1],[0],[0],[1.503700300003402],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
161,0,161,0,438.8089360999875,,438.7862578999484,5,438.8089360999875,438.8089360999875,0.013674200046807528,440.04913199995644,[-0.4083333333333333],[0.30333333333333334],[1],[0],[0],[1.248979700030759],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
162,0,162,0,440.07635959994514,,440.0513519999804,5,440.07635959994514,440.07635959994514,0.01406950003001839,441.85073619999457,[-0.023333333333333334],[0.02],[1],[0],[0],[1.785189500078559],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
163,0,163,0,441.8768946999917,,441.85322159994394,5,441.8768946999917,441.8768946999917,0.014546200050972402,443.96771340002306,[0.058333333333333334],[-0.39666666666666667],[1],[0],[0],[2.1001112000085413],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
164,0,164,0,444.0112378000049,,443.9700535000302,10,444.0112378000049,444.0112378000049,0.02983799995854497,445.48369310004637,[0.015],[0.39666666666666667],[1],[0],[0],[1.484043899923563],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
165,0,165,0,445.52836610004306,,445.4859545000363,10,445.52836610004306,445.52836610004306,0.026289300061762333,448.7520695000421,[-0.32],[0.13166666666666665],[1],[0],[0],[3.2397790000541136],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
166,0,166,0,448.7961706999922,,448.75536589999683,10,448.7961706999922,448.7961706999922,0.027373300050385296,450.3173098999541,[-0.14333333333333334],[-0.041666666666666664],[1],[0],[0],[1.5349669000133872],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
167,0,167,0,450.36364620004315,,450.3195377000375,10,450.36364620004315,450.36364620004315,0.0243987999856472,451.73692279995885,[-0.42],[0.2],[1],[0],[0],[1.3931428999640048],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
168,0,168,0,451.7807394999545,,451.73935869999696,10,451.7807394999545,451.7807394999545,0.028682100004516542,453.4710973999463,[0.415],[0.41333333333333333],[1],[0],[0],[1.7028977000154555],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
169,0,169,0,453.5152933000354,,453.4733422000427,10,453.5152933000354,453.5152933000354,0.024901100085116923,455.08801680000033,[-0.18333333333333332],[-0.21],[1],[0],[0],[1.5899588000029325],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
170,0,170,0,455.1326087999623,,455.09023329999764,10,455.1326087999623,455.1326087999623,0.02641869999933988,456.938857799978,[0.08166666666666667],[-0.38166666666666665],[1],[0],[0],[1.82221060001757],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
171,0,171,0,456.98300749994814,,456.9423891999759,10,456.98300749994814,456.98300749994814,0.026613499969244003,458.47268150001764,[-0.19333333333333333],[0.34],[1],[0],[0],[1.5038958000950515],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
172,0,172,0,458.5003608999541,,458.4749307000311,5,458.5003608999541,458.5003608999541,0.01335070002824068,460.29006669996306,[0.06833333333333333],[0.15166666666666667],[1],[0],[0],[1.8018644000403583],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
173,0,173,0,460.35108990001027,,460.29465289996006,10,460.35108990001027,460.35108990001027,0.02764370001386851,462.7417177000316,[-0.2],[-0.3283333333333333],[1],[0],[0],[2.4198407999938354],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
174,0,174,0,462.78499620000366,,462.74456480005756,10,462.78499620000366,462.78499620000366,0.026899600052274764,466.89049939997494,[-0.4066666666666667],[0.4533333333333333],[1],[0],[0],[4.11924040003214],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
175,0,175,0,466.9365862000268,,466.8927659000037,10,466.9365862000268,466.9365862000268,0.024856099975295365,468.5266575999558,[0.34833333333333333],[0.15],[1],[0],[0],[1.6088087999960408],4,001,2024-10-10_16h13.23.497,Visual Search Experiment,2024.1.5,None,2024-10-10 16h13.35.638617 +0530,
