trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,Fixation.started,target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,frameRate,expStart,
20,0,20,0,48.83227759995498,,48.78911429992877,5,48.83227759995498,48.83227759995498,0.015008299960754812,50.987761899945326,[-0.10833333333333334],[-0.35],[1],[0],[0],[2.183863899903372],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
21,0,21,0,51.03329880000092,,50.99006240000017,5,51.03329880000092,51.03329880000092,0.018691200064495206,52.754522799979895,[0.2],[-0.16166666666666665],[1],[0],[0],[1.746074500028044],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
22,0,22,0,52.81732459994964,,52.75677390000783,10,52.81732459994964,52.81732459994964,0.032526199938729405,54.94092369999271,[0.45166666666666666],[0.41833333333333333],[1],[0],[0],[2.151653599925339],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
23,0,23,0,54.96821089996956,,54.9438322999049,5,54.96821089996956,54.96821089996956,0.013703699922189116,56.288097999989986,[0.12833333333333333],[-0.10833333333333334],[1],[0],[0],[1.3310640000272542],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
24,0,24,0,56.352120199939236,,56.29047229990829,10,56.352120199939236,56.352120199939236,0.0325029999949038,57.75715479999781,[-0.11666666666666667],[-0.11833333333333333],[1],[0],[0],[1.4343960999976844],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
25,0,25,0,57.81929999997374,,57.759757299907506,10,57.81929999997374,57.81929999997374,0.0364388000452891,59.474739099969156,[0.17333333333333334],[0.18166666666666667],[1],[0],[0],[1.6786335000069812],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
26,0,26,0,59.52008389995899,,59.47725569992326,5,59.52008389995899,59.52008389995899,0.014842300093732774,62.442486099898815,[-0.40166666666666667],[-0.4483333333333333],[1],[0],[0],[2.950638300040737],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
27,0,27,0,62.487678200006485,,62.44518669997342,5,62.487678200006485,62.487678200006485,0.02155869989655912,64.74275729991496,[0.28],[0.4583333333333333],[1],[0],[0],[2.2766761999810115],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
28,0,28,0,64.78860259999055,,64.74502409994602,10,64.78860259999055,64.78860259999055,0.028827899950556457,66.81062030000612,[-0.25333333333333335],[-0.14833333333333334],[1],[0],[0],[2.0369910000590608],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
29,0,29,0,66.87277279992122,,66.81330309994519,10,66.87277279992122,66.87277279992122,0.028079999960027635,68.19586189999245,[0.14],[0.33],[1],[0],[0],[1.354715499910526],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
30,0,30,0,68.25690499995835,,68.19816449994687,10,68.25690499995835,68.25690499995835,0.03023799997754395,70.92897109990008,[-0.4683333333333333],[-0.12666666666666668],[1],[0],[0],[2.7008262000745162],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
31,0,31,0,70.95789249998052,,70.93129039998166,5,70.95789249998052,70.95789249998052,0.016536799957975745,72.3124189999653,[-0.44333333333333336],[0.4066666666666667],[1],[0],[0],[1.364812200074084],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
32,0,32,0,72.35875049990136,,72.31487609993201,5,72.35875049990136,72.35875049990136,0.020050999941304326,74.36423429998104,[-0.3883333333333333],[-0.3233333333333333],[1],[0],[0],[2.029502399964258],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
33,0,33,0,74.42575609998312,,74.36674329999369,10,74.42575609998312,74.42575609998312,0.030602400074712932,76.01445069990586,[0.4766666666666667],[-0.2833333333333333],[1],[0],[0],[1.6174580999650061],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
34,0,34,0,76.07671369996388,,76.0170480000088,10,76.07671369996388,76.07671369996388,0.027942299959249794,79.29742299998179,[0.4683333333333333],[0.4083333333333333],[1],[0],[0],[3.252676000003703],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
35,0,35,0,79.34432499995455,,79.29975909995846,10,79.34432499995455,79.34432499995455,0.03096720005851239,80.63265369995497,[0.37333333333333335],[0.4533333333333333],[1],[0],[0],[1.3021864000475034],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
36,0,36,0,80.6952081999043,,80.63494809996337,10,80.6952081999043,80.6952081999043,0.03338189993519336,82.60080069990363,[-0.41],[-0.04833333333333333],[1],[0],[0],[1.9326970999827608],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
37,0,37,0,82.66213099996094,,82.60316039994359,10,82.66213099996094,82.66213099996094,0.03195039997808635,85.33559469995089,[0.37833333333333335],[0.345],[1],[0],[0],[2.700803600018844],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
38,0,38,0,85.38005019992124,,85.33790219994262,5,85.38005019992124,85.38005019992124,0.02044620004016906,86.75214110000525,[-0.39666666666666667],[0.26166666666666666],[1],[0],[0],[1.394003099994734],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
39,0,39,0,86.79819849994965,,86.75468879996333,5,86.79819849994965,86.79819849994965,0.02050270000472665,87.985626699985,[-0.45166666666666666],[-0.105],[1],[0],[0],[1.2107489999616519],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
40,0,40,0,88.03129259997513,,87.98884619993623,5,88.03129259997513,88.03129259997513,0.0180147000355646,89.08456769993063,[-0.275],[0.055],[1],[0],[0],[1.078021000023],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
41,0,41,0,89.1484846000094,,89.08684449992143,10,89.1484846000094,89.1484846000094,0.03614820004440844,90.53729089989793,[0.3416666666666667],[0.011666666666666667],[1],[0],[0],[1.4143535000039265],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
42,0,42,0,90.59863659995608,,90.54062969994266,10,90.59863659995608,90.59863659995608,0.03492379991803318,92.52000839996617,[-0.255],[-0.20166666666666666],[1],[0],[0],[1.944913599989377],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
43,0,43,0,92.58292749989778,,92.52230239997152,10,92.58292749989778,92.58292749989778,0.03526200004853308,94.4051865999354,[0.2683333333333333],[0.19],[1],[0],[0],[1.8478807000210509],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
44,0,44,0,94.45047349995002,,94.40777029993478,5,94.45047349995002,94.45047349995002,0.014850299921818078,96.20524789998308,[-0.4066666666666667],[-0.42],[1],[0],[0],[1.7831054999260232],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
45,0,45,0,96.26756589999422,,96.207617499982,10,96.26756589999422,96.26756589999422,0.04003629996441305,97.95534039998893,[-0.041666666666666664],[0.15],[1],[0],[0],[1.7080399000551552],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
46,0,46,0,98.00165409990586,,97.95768459991086,5,98.00165409990586,98.00165409990586,0.01781210000626743,99.20790119993035,[0.44666666666666666],[-0.31666666666666665],[1],[0],[0],[1.2324850000441074],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
47,0,47,0,99.25201199995354,,99.2102343000006,5,99.25201199995354,99.25201199995354,0.018758999998681247,100.35667989996728,[-0.385],[0.065],[1],[0],[0],[1.1280076000839472],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
48,0,48,0,100.38615899998695,,100.3589907999849,5,100.38615899998695,100.38615899998695,0.014358900021761656,101.27539379999507,[0.4166666666666667],[0.165],[1],[0],[0],[0.9021171999629587],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
49,0,49,0,101.3199595999904,,101.27758579992224,10,101.3199595999904,101.3199595999904,0.027072999975644052,102.62438619998284,[-0.31833333333333336],[0.11333333333333333],[1],[0],[0],[1.3199813000392169],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
50,0,50,0,102.67041379993316,,102.62673429993447,5,102.67041379993316,102.67041379993316,0.017526800045743585,103.57775069994386,[0.3616666666666667],[-0.265],[1],[0],[0],[0.933667300036177],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
